,CNation,CCity,Long,Lat,Potential,Wages,Potential_Mean,Wages_Mean,Name,CName,Img_Link,Ability,Age,Foot,Position,Caps_Goals,Length,Weight,Nation
120,England,London,-0.1276474,51.5073219,81.0,128700.0,71.55578093306288,42233.71196754564,Jorginho,Chelsea,https://img.fminside.net/facesfm22/43036641.png,78.0,29.0,Right,Midfield,35 / 5,180,65,Italy
121,England,London,-0.1276474,51.5073219,85.0,292500.0,71.55578093306288,42233.71196754564,Pierre-Emerick Aub..,Arsenal,https://img.fminside.net/facesfm22/43017197.png,78.0,31.0,Right,Striker,66 / 27,187,80,Gabon
122,England,Manchester,-2.2451148,53.4794892,79.0,204750.0,71.55578093306288,42233.71196754564,Kyle Walker,Manchester City,https://img.fminside.net/facesfm22/28009441.png,78.0,31.0,Right,Defenders,61 / 0,178,83,England
123,France,Paris,2.3200410217200766,48.8588897,81.0,211030.0,68.49810606060606,24544.280303030304,Georginio Wijnaldum,Paris Saint-Germain,https://img.fminside.net/facesfm22/859612.png,78.0,30.0,Right,Striker,79 / 25,175,74,Netherlands
124,Portugal,Porto,-8.6107884,41.1494512,83.0,57550.0,66.94324324324324,6634.8378378378375,Pepe,FC Porto,https://img.fminside.net/facesfm22/309147.png,78.0,38.0,Right,Defenders,119 / 7,188,81,Portugal
125,Spain,Madrid,-3.7035825,40.4167047,83.0,178140.0,71.26381909547739,29064.057788944723,Éder Militão,Real Madrid,https://img.fminside.net/facesfm22/19273276.png,78.0,23.0,Right,Defenders,15 / 1,186,79,Brazil
126,Italy,Turin,7.6824892,45.0677551,84.0,213540.0,69.73652694610779,26731.221556886227,Alex Sandro,Juventus,https://img.fminside.net/facesfm22/19067093.png,78.0,30.0,Left,Midfield,28 / 2,180,80,Brazil
127,Portugal,Lisbon,-9.1365919,38.7077507,80.0,38170.0,66.94324324324324,6634.8378378378375,Nicolás Otamendi,SL Benfica,https://img.fminside.net/facesfm22/14004589.png,78.0,33.0,Right,Defenders,80 / 4,183,81,Argentina
128,England,London,-0.1276474,51.5073219,85.0,175500.0,71.55578093306288,42233.71196754564,Christian Pulisic,Chelsea,https://img.fminside.net/facesfm22/92074020.png,78.0,22.0,Right,Striker,38 / 16,173,73,United States
129,Spain,Barcelona,2.1774322,41.3828939,87.0,42950.0,71.26381909547739,29064.057788944723,Ronald Araújo,FC Barcelona,https://img.fminside.net/facesfm22/78085068.png,78.0,22.0,Right,Defenders,1 / 0,191,91,Uruguay
130,England,Manchester,-2.2451148,53.4794892,87.0,292500.0,71.55578093306288,42233.71196754564,Edinson Cavani,Man Utd,https://img.fminside.net/facesfm22/78005742.png,78.0,34.0,Right,Striker,123 / 53,184,71,Uruguay
131,Spain,Barcelona,2.1774322,41.3828939,88.0,76950.0,71.26381909547739,29064.057788944723,Pedri,FC Barcelona,https://img.fminside.net/facesfm22/67293495.png,78.0,18.0,Right,Striker,10 / 0,174,65,Spain
132,Spain,Valencia,-0.3763353,39.4697065,82.0,93990.0,71.26381909547739,29064.057788944723,Carlos Soler,Valencia,https://img.fminside.net/facesfm22/67196204.png,78.0,24.0,Right,Striker,0 / 0,180,76,Spain
133,Spain,Bilbao,-2.9350039,43.2630018,80.0,220630.0,71.26381909547739,29064.057788944723,Iñaki Williams,Athletic Club,https://img.fminside.net/facesfm22/67184349.png,78.0,27.0,Right,Striker,1 / 0,186,80,Spain
134,Spain,Bilbao,-2.9350039,43.2630018,79.0,42170.0,71.26381909547739,29064.057788944723,Iker Muniain,Athletic Club,https://img.fminside.net/facesfm22/67037570.png,78.0,28.0,Right,Striker,2 / 0,170,66,Spain
135,Spain,Villarreal,-0.1004465,39.9372616,80.0,71580.0,71.26381909547739,29064.057788944723,Dani Parejo,Villarreal,https://img.fminside.net/facesfm22/67030707.png,78.0,32.0,Right,Midfield,4 / 0,182,74,Spain
136,England,London,-0.1276474,51.5073219,82.0,128700.0,71.55578093306288,42233.71196754564,Kieran Tierney,Arsenal,https://img.fminside.net/facesfm22/61070563.png,78.0,24.0,Left,Defenders,23 / 0,178,76,Scotland
137,England,Liverpool,-2.99168,53.4071991,83.0,140400.0,71.55578093306288,42233.71196754564,Diogo Jota,Liverpool,https://img.fminside.net/facesfm22/55083779.png,78.0,24.0,Right,Striker,18 / 7,178,73,Portugal
138,England,London,-0.1276474,51.5073219,89.0,134550.0,71.55578093306288,42233.71196754564,Martin Ødegaard,Arsenal,https://img.fminside.net/facesfm22/53095137.png,78.0,22.0,Left,Midfield,33 / 1,178,68,Norway
139,Spain,Sevilla,-5.9953403,37.3886303,85.0,80160.0,71.26381909547739,29064.057788944723,Jules Koundé,Sevilla,https://img.fminside.net/facesfm22/48036304.png,78.0,22.0,Right,Defenders,2 / 0,181,70,France
140,Italy,Rome,12.4829321,41.8933203,79.0,64060.0,69.73652694610779,26731.221556886227,Francesco Acerbi,Lazio,https://img.fminside.net/facesfm22/43017499.png,78.0,33.0,Left,Defenders,6 / 1,192,88,Italy
141,England,Manchester,-2.2451148,53.4794892,81.0,175500.0,71.55578093306288,42233.71196754564,Luke Shaw,Man Utd,https://img.fminside.net/facesfm22/29076105.png,78.0,25.0,Left,Defenders,16 / 1,181,75,England
142,England,Manchester,-2.2451148,53.4794892,88.0,140400.0,71.55578093306288,42233.71196754564,Phil Foden,Manchester City,https://img.fminside.net/facesfm22/28108494.png,78.0,21.0,Left,Striker,9 / 2,171,64,England
143,England,London,-0.1276474,51.5073219,83.0,93600.0,71.55578093306288,42233.71196754564,Andreas Christensen,Chelsea,https://img.fminside.net/facesfm22/27066387.png,78.0,25.0,Right,Midfield,47 / 2,188,78,Denmark
144,England,Leeds,-1.5437941,53.7974185,82.0,76050.0,71.55578093306288,42233.71196754564,Raphinha,Leeds Utd,https://img.fminside.net/facesfm22/19242277.png,77.0,24.0,Left,Striker,0 / 0,176,68,Brazil
145,Spain,Madrid,-3.7035825,40.4167047,80.0,111540.0,71.26381909547739,29064.057788944723,Rodrigo De Paul,Atlético de Madrid,https://img.fminside.net/facesfm22/14048343.png,77.0,27.0,Right,Striker,29 / 1,180,70,Argentina
146,England,London,-0.1276474,51.5073219,81.0,312970.0,71.55578093306288,42233.71196754564,Timo Werner,Chelsea,https://img.fminside.net/facesfm22/92051583.png,77.0,25.0,Right,Striker,42 / 16,180,75,Germany
147,Spain,Madrid,-3.7035825,40.4167047,80.0,178140.0,71.26381909547739,29064.057788944723,Ferland Mendy,Real Madrid,https://img.fminside.net/facesfm22/85133751.png,77.0,26.0,Left,Defenders,7 / 0,178,73,France
148,Germany,Dortmund,7.4652789,51.5142273,80.0,95860.0,68.02046783625731,22653.040935672514,Raphaël Guerreiro,Borussia Dortmund,https://img.fminside.net/facesfm22/85045409.png,77.0,27.0,Left,Midfield,50 / 3,170,71,Portugal
149,Italy,Milan,9.1896346,45.4641943,84.0,177950.0,69.73652694610779,26731.221556886227,Edin Džeko,Inter,https://img.fminside.net/facesfm22/8502440.png,77.0,35.0,Both,Striker,114 / 59,193,94,Bosnia and Herzegovina
150,Italy,Turin,7.6824892,45.0677551,83.0,145800.0,69.73652694610779,26731.221556886227,Álvaro Morata,Juventus,https://img.fminside.net/facesfm22/67117360.png,77.0,28.0,Right,Striker,46 / 22,189,84,Spain
151,Spain,Villarreal,-0.1004465,39.9372616,81.0,68710.0,71.26381909547739,29064.057788944723,Gerard Moreno,Villarreal,https://img.fminside.net/facesfm22/67115823.png,77.0,29.0,Left,Striker,16 / 5,180,77,Spain
152,Portugal,Lisbon,-9.1365919,38.7077507,80.0,32150.0,66.94324324324324,6634.8378378378375,Rafa,SL Benfica,https://img.fminside.net/facesfm22/55063493.png,77.0,28.0,Right,Striker,23 / 0,170,65,Portugal
153,Italy,Bergamo,9.754219200862249,45.756655699999996,81.0,28470.0,69.73652694610779,26731.221556886227,Robin Gosens,Atalanta,https://img.fminside.net/facesfm22/37041773.png,77.0,26.0,Left,Midfield,11 / 2,184,76,Germany
154,England,London,-0.1276474,51.5073219,83.0,222300.0,71.55578093306288,42233.71196754564,Ben Chilwell,Chelsea,https://img.fminside.net/facesfm22/29128536.png,77.0,24.0,Left,Defenders,14 / 0,178,77,England
155,Italy,Bergamo,9.754219200862249,45.756655699999996,81.0,64060.0,69.73652694610779,26731.221556886227,Josip Ilicic,Atalanta,https://img.fminside.net/facesfm22/29041284.png,77.0,33.0,Left,Striker,73 / 13,190,79,Slovenia
156,England,Manchester,-2.2451148,53.4794892,85.0,234000.0,71.55578093306288,42233.71196754564,John Stones,Manchester City,https://img.fminside.net/facesfm22/28060397.png,77.0,27.0,Right,Defenders,49 / 2,188,72,England
157,England,London,-0.1276474,51.5073219,86.0,175500.0,71.55578093306288,42233.71196754564,Mateo Kovacic,Chelsea,https://img.fminside.net/facesfm22/24016925.png,77.0,27.0,Right,Midfield,71 / 3,178,78,Croatia
158,Germany,München,11.5753822,48.1371079,87.0,153900.0,68.02046783625731,22653.040935672514,Dayot Upamecano,Bayern München,https://img.fminside.net/facesfm22/16182894.png,77.0,22.0,Right,Defenders,3 / 1,186,90,France
159,Italy,Milan,9.1896346,45.4641943,80.0,168540.0,69.73652694610779,26731.221556886227,Hakan Çalhanoglu,Inter,https://img.fminside.net/facesfm22/92026209.png,77.0,27.0,Right,Striker,59 / 13,178,69,Turkey
160,Germany,München,11.5753822,48.1371079,81.0,57710.0,68.02046783625731,22653.040935672514,Niklas Süle,Bayern München,https://img.fminside.net/facesfm22/91107360.png,77.0,25.0,Right,Defenders,32 / 1,195,99,Germany
161,Italy,Rome,12.4829321,41.8933203,79.0,106770.0,69.73652694610779,26731.221556886227,Jordan Veretout,Roma,https://img.fminside.net/facesfm22/85052016.png,77.0,28.0,Right,Midfield,0 / 0,177,75,France
162,Spain,San Sebastián,-1.9838889,43.3224219,80.0,63750.0,71.26381909547739,29064.057788944723,Mikel Merino,Real Sociedad,https://img.fminside.net/facesfm22/67211760.png,77.0,24.0,Left,Midfield,6 / 0,187,79,Spain
163,Germany,München,11.5753822,48.1371079,80.0,230850.0,68.02046783625731,22653.040935672514,Lucas Hernández,Bayern München,https://img.fminside.net/facesfm22/67197145.png,77.0,25.0,Left,Defenders,28 / 0,184,79,France
164,Spain,Sevilla,-5.9953403,37.3886303,79.0,31270.0,71.26381909547739,29064.057788944723,Sergio Canales,Real Betis,https://img.fminside.net/facesfm22/67053076.png,77.0,30.0,Left,Midfield,10 / 1,179,65,Spain
165,Italy,Naples,14.2487679,40.8358846,80.0,131580.0,69.73652694610779,26731.221556886227,Hirving Lozano,Napoli,https://img.fminside.net/facesfm22/51042313.png,77.0,25.0,Right,Striker,48 / 14,175,70,Mexico
166,Portugal,Porto,-8.6107884,41.1494512,80.0,35630.0,66.94324324324324,6634.8378378378375,Jesús Corona,FC Porto,https://img.fminside.net/facesfm22/51012751.png,77.0,28.0,Right,Striker,56 / 9,173,66,Mexico
167,Spain,Sevilla,-5.9953403,37.3886303,81.0,86570.0,71.26381909547739,29064.057788944723,Jesús Navas,Sevilla,https://img.fminside.net/facesfm22/7456721.png,77.0,35.0,Right,Striker,46 / 5,170,60,Spain
168,Spain,Sevilla,-5.9953403,37.3886303,84.0,125040.0,71.26381909547739,29064.057788944723,Ivan Rakitic,Sevilla,https://img.fminside.net/facesfm22/5727652.png,77.0,33.0,Right,Midfield,106 / 15,184,78,Croatia
169,Italy,Turin,7.6824892,45.0677551,84.0,106770.0,69.73652694610779,26731.221556886227,Manuel Locatelli,Juventus,https://img.fminside.net/facesfm22/43167354.png,77.0,23.0,Right,Midfield,15 / 3,186,75,Italy
170,Italy,Rome,12.4829321,41.8933203,78.0,106770.0,69.73652694610779,26731.221556886227,Leonardo Spinazzola,Roma,https://img.fminside.net/facesfm22/43036586.png,77.0,28.0,Right,Midfield,18 / 0,186,75,Italy
171,England,Liverpool,-2.99168,53.4071991,82.0,99450.0,71.55578093306288,42233.71196754564,Joe Gomez,Liverpool,https://img.fminside.net/facesfm22/29115800.png,77.0,24.0,Right,Defenders,11 / 0,188,87,England
172,Spain,Sevilla,-5.9953403,37.3886303,79.0,123330.0,71.26381909547739,29064.057788944723,Nabil Fekir,Real Betis,https://img.fminside.net/facesfm22/29114975.png,77.0,27.0,Left,Striker,25 / 2,173,72,France
173,Italy,Milan,9.1896346,45.4641943,85.0,266920.0,69.73652694610779,26731.221556886227,Christian Eriksen,Inter,https://img.fminside.net/facesfm22/27010680.png,77.0,29.0,Right,Midfield,109 / 36,182,76,Denmark
174,Spain,Madrid,-3.7035825,40.4167047,76.0,86570.0,71.26381909547739,29064.057788944723,Felipe,Atlético de Madrid,https://img.fminside.net/facesfm22/19162578.png,76.0,32.0,Right,Defenders,2 / 0,191,87,Brazil
175,Italy,Turin,7.6824892,45.0677551,78.0,116960.0,69.73652694610779,26731.221556886227,Danilo,Juventus,https://img.fminside.net/facesfm22/19099575.png,76.0,29.0,Right,Defenders,38 / 1,184,78,Brazil
176,England,Leicester,-1.1330789,52.6361398,82.0,93600.0,71.55578093306288,42233.71196754564,Wilfred Ndidi,Leicester,https://img.fminside.net/facesfm22/18091791.png,76.0,24.0,Right,Midfield,40 / 0,183,74,Nigeria
177,Germany,München,11.5753822,48.1371079,78.0,134660.0,68.02046783625731,22653.040935672514,Marcel Sabitzer,Bayern München,https://img.fminside.net/facesfm22/16045721.png,76.0,27.0,Right,Striker,54 / 8,178,76,Austria
178,Spain,Sevilla,-5.9953403,37.3886303,78.0,55140.0,71.26381909547739,29064.057788944723,Guido Rodríguez,Real Betis,https://img.fminside.net/facesfm22/14043255.png,76.0,27.0,Right,Midfield,16 / 1,185,77,Argentina
179,Italy,Milan,9.1896346,45.4641943,80.0,88970.0,69.73652694610779,26731.221556886227,Joaquín Correa,Inter,https://img.fminside.net/facesfm22/14042683.png,76.0,26.0,Right,Striker,9 / 2,188,75,Argentina
180,Spain,Sevilla,-5.9953403,37.3886303,78.0,29910.0,71.26381909547739,29064.057788944723,Lucas Ocampos,Sevilla,https://img.fminside.net/facesfm22/14031132.png,76.0,26.0,Right,Striker,8 / 2,187,84,Argentina
181,Portugal,Lisbon,-9.1365919,38.7077507,81.0,57250.0,66.94324324324324,6634.8378378378375,Julian Weigl,SL Benfica,https://img.fminside.net/facesfm22/91124144.png,76.0,25.0,Right,Midfield,5 / 0,186,72,Germany
182,England,Liverpool,-2.99168,53.4071991,83.0,152100.0,71.55578093306288,42233.71196754564,Naby Keïta,Liverpool,https://img.fminside.net/facesfm22/85140676.png,76.0,26.0,Right,Midfield,40 / 8,172,64,Guinea
183,England,Newcastle,-1.6131572,54.9738474,83.0,105300.0,71.55578093306288,42233.71196754564,Allan Saint-Maximin,Newcastle,https://img.fminside.net/facesfm22/85132406.png,76.0,24.0,Right,Striker,0 / 0,173,67,France
184,Italy,Naples,14.2487679,40.8358846,82.0,160150.0,69.73652694610779,26731.221556886227,Dries Mertens,Napoli,https://img.fminside.net/facesfm22/8169425.png,76.0,34.0,Right,Striker,102 / 21,169,61,Belgium
185,England,Leicester,-1.1330789,52.6361398,81.0,52650.0,71.55578093306288,42233.71196754564,Çaglar Söyüncü,Leicester,https://img.fminside.net/facesfm22/70093800.png,76.0,25.0,Right,Defenders,38 / 2,185,82,Turkey
186,England,London,-0.1276474,51.5073219,81.0,242170.0,71.55578093306288,42233.71196754564,Saúl,Chelsea,https://img.fminside.net/facesfm22/67103336.png,76.0,26.0,Left,Midfield,19 / 3,184,76,Spain
187,Spain,Vigo,-8.7247205,42.2376602,80.0,55360.0,71.26381909547739,29064.057788944723,Iago Aspas,Celta Vigo,https://img.fminside.net/facesfm22/67010455.png,76.0,33.0,Left,Striker,18 / 6,176,67,Spain
188,Spain,Madrid,-3.7035825,40.4167047,78.0,86340.0,71.26381909547739,29064.057788944723,Stefan Savic,Atlético de Madrid,https://img.fminside.net/facesfm22/62012567.png,76.0,30.0,Right,Defenders,57 / 5,187,80,Montenegro
189,England,Wolverhampton,-2.127567,52.5847651,85.0,70200.0,71.55578093306288,42233.71196754564,Rúben Neves,Wolves,https://img.fminside.net/facesfm22/55070307.png,76.0,24.0,Right,Midfield,22 / 0,180,80,Portugal
190,England,Wolverhampton,-2.127567,52.5847651,78.0,117000.0,71.55578093306288,42233.71196754564,Raúl Jiménez,Wolves,https://img.fminside.net/facesfm22/51013463.png,76.0,30.0,Right,Striker,85 / 27,190,76,Mexico
191,France,Lyon,4.8320114,45.7578137,88.0,95920.0,68.49810606060606,24544.280303030304,Jérôme Boateng,Lyon,https://img.fminside.net/facesfm22/35002579.png,76.0,32.0,Right,Defenders,76 / 1,190,94,Germany
192,Italy,Milan,9.1896346,45.4641943,80.0,146210.0,69.73652694610779,26731.221556886227,Ivan Perišic,Inter,https://img.fminside.net/facesfm22/34012563.png,76.0,32.0,Right,Striker,104 / 30,186,80,Croatia
193,England,Liverpool,-2.99168,53.4071991,82.0,81900.0,71.55578093306288,42233.71196754564,Dominic Calvert-Le..,Everton,https://img.fminside.net/facesfm22/29123128.png,76.0,24.0,Right,Striker,11 / 4,187,71,England
194,England,London,-0.1276474,51.5073219,85.0,70200.0,71.55578093306288,42233.71196754564,Declan Rice,West Ham,https://img.fminside.net/facesfm22/28106491.png,76.0,22.0,Right,Midfield,24 / 1,185,80,England
195,Italy,Rome,12.4829321,41.8933203,83.0,131580.0,69.73652694610779,26731.221556886227,Tammy Abraham,Roma,https://img.fminside.net/facesfm22/28097985.png,76.0,23.0,Right,Striker,6 / 1,196,87,England
196,Germany,Leipzig,12.3747329,51.3406321,83.0,76950.0,68.02046783625731,22653.040935672514,Dani Olmo,RB Leipzig,https://img.fminside.net/facesfm22/24048100.png,76.0,23.0,Right,Striker,16 / 3,179,72,Spain
197,Italy,Milan,9.1896346,45.4641943,78.0,35090.0,69.73652694610779,26731.221556886227,Simon Kjær,Milan,https://img.fminside.net/facesfm22/947424.png,76.0,32.0,Right,Defenders,113 / 3,190,86,Denmark
198,Italy,Turin,7.6824892,45.0677551,83.0,146210.0,69.73652694610779,26731.221556886227,Arthur,Juventus,https://img.fminside.net/facesfm22/19259600.png,76.0,24.0,Right,Midfield,21 / 1,172,67,Brazil
199,England,Birmingham,-1.9026911,52.4796992,81.0,99450.0,71.55578093306288,42233.71196754564,Leon Bailey,Aston Villa,https://img.fminside.net/facesfm22/18083491.png,76.0,23.0,Left,Striker,10 / 1,178,75,Jamaica
200,England,London,-0.1276474,51.5073219,82.0,32030.0,71.55578093306288,42233.71196754564,Cristian Romero,Tottenham,https://img.fminside.net/facesfm22/14130029.png,76.0,23.0,Right,Defenders,5 / 1,185,79,Argentina
201,France,Paris,2.3200410217200766,48.8588897,77.0,172660.0,68.49810606060606,24544.280303030304,Leandro Paredes,Paris Saint-Germain,https://img.fminside.net/facesfm22/14024702.png,76.0,26.0,Right,Midfield,36 / 4,180,75,Argentina
202,France,Marseille,5.3699525,43.2961743,80.0,88970.0,68.49810606060606,24544.280303030304,Arkadiusz Milik,Marseille,https://img.fminside.net/facesfm22/96026541.png,76.0,27.0,Left,Striker,59 / 15,186,80,Poland
203,Spain,San Sebastián,-1.9838889,43.3224219,83.0,52650.0,71.26381909547739,29064.057788944723,Alexander Isak,Real Sociedad,https://img.fminside.net/facesfm22/93070286.png,76.0,21.0,Right,Striker,26 / 6,190,74,Sweden
204,Spain,Madrid,-3.7035825,40.4167047,83.0,124560.0,71.26381909547739,29064.057788944723,Thomas Lemar,Atlético de Madrid,https://img.fminside.net/facesfm22/85093001.png,76.0,25.0,Left,Striker,26 / 4,170,58,France
205,France,Monaco,7.424224092532953,43.73844905,77.0,149640.0,68.49810606060606,24544.280303030304,Wissam Ben Yedder,AS Monaco,https://img.fminside.net/facesfm22/85071175.png,76.0,30.0,Right,Striker,14 / 2,170,68,France
206,Germany,Dortmund,7.4652789,51.5142273,80.0,143790.0,68.02046783625731,22653.040935672514,Axel Witsel,Borussia Dortmund,https://img.fminside.net/facesfm22/8169215.png,76.0,32.0,Right,Midfield,113 / 10,186,81,Belgium
207,Spain,Sevilla,-5.9953403,37.3886303,80.0,57520.0,71.26381909547739,29064.057788944723,Youssef En-Nesyri,Sevilla,https://img.fminside.net/facesfm22/67229630.png,76.0,24.0,Left,Striker,39 / 11,189,73,Morocco
208,France,Paris,2.3200410217200766,48.8588897,87.0,184170.0,68.49810606060606,24544.280303030304,Mauro Icardi,Paris Saint-Germain,https://img.fminside.net/facesfm22/67046662.png,76.0,28.0,Right,Striker,8 / 1,181,75,Argentina
209,Spain,Madrid,-3.7035825,40.4167047,83.0,178140.0,71.26381909547739,29064.057788944723,Luka Jovic,Real Madrid,https://img.fminside.net/facesfm22/62113639.png,76.0,23.0,Right,Striker,14 / 5,181,79,Serbia
210,England,Leicester,-1.1330789,52.6361398,83.0,81900.0,71.55578093306288,42233.71196754564,Ricardo Pereira,Leicester,https://img.fminside.net/facesfm22/55062009.png,76.0,27.0,Right,Striker,7 / 0,175,70,Portugal
211,Spain,Madrid,-3.7035825,40.4167047,93.0,617760.0,71.26381909547739,29064.057788944723,Gareth Bale,Real Madrid,https://img.fminside.net/facesfm22/5132312.png,76.0,31.0,Left,Striker,96 / 33,185,82,Wales
212,Spain,Bilbao,-2.9350039,43.2630018,78.0,111040.0,71.26381909547739,29064.057788944723,Raúl García,Athletic Club,https://img.fminside.net/facesfm22/1502117.png,76.0,34.0,Right,Striker,2 / 0,184,84,Spain
